Date,Last,Settlement Price,Change,% Change,Bid,Ask,Open Interest,CVol,Open,High,Low
6/3/20,3.24,3.24,0,-0.08,3.24,3.25,588861.00,114178,3.24,3.25,3.21
6/2/20,3.24,3.24,0.01,0.31,3.24,3.24,590244.00,117927,3.24,3.25,3.22
6/1/20,3.24,3.23,-0.02,-0.77,3.24,3.24,591317.00,135430,3.26,3.28,3.19
05/29/20,3.26,3.26,-0.02,-0.53,3.26,3.26,590095.00,170657,3.28,3.3,3.23
05/28/20,3.28,3.28,0.07,2.18,3.27,3.28,601194.00,225308,3.2,3.31,3.2
05/27/20,3.21,3.21,0.02,0.47,3.21,3.21,600423.00,63042,3.2,3.22,3.19
05/26/20,3.2,3.19,0.01,0.31,3.2,3.2,607590.00,132427,3.17,3.23,3.17
05/22/20,3.18,3.18,0,0.08,3.17,3.18,608385.00,86246,3.18,3.19,3.16
05/21/20,3.18,3.18,-0.02,-0.55,3.18,3.18,604915.00,115119,3.19,3.2,3.16
05/20/20,3.19,3.2,-0.02,-0.54,3.19,3.2,601312.00,154473,3.21,3.22,3.17
05/19/20,3.21,3.21,0,0.16,3.21,3.22,600778.00,126375,3.21,3.26,3.21
05/18/20,3.21,3.21,0.02,0.47,3.21,3.21,603507.00,99372,3.2,3.22,3.18
05/15/20,3.2,3.19,0.02,0.55,3.19,3.2,610180.00,101614,3.18,3.21,3.17
05/14/20,3.17,3.18,-0.01,-0.24,3.17,3.18,609926.00,107147,3.18,3.19,3.16
05/13/20,3.18,3.18,-0.04,-1.24,3.18,3.18,612235.00,120194,3.22,3.22,3.18
5/12/20,3.22,3.22,0.04,1.18,3.22,3.23,601281.00,177591,3.18,3.24,3.15
5/11/20,3.18,3.19,-0.01,-0.23,3.18,3.18,602887.00,97781,3.21,3.23,3.17
5/8/20,3.2,3.19,0.01,0.39,3.2,3.2,606915.00,111275,3.18,3.23,3.17
5/7/20,3.18,3.18,0.04,1.19,3.18,3.19,614588.00,140403,3.14,3.21,3.14
5/6/20,3.14,3.14,-0.03,-0.87,3.14,3.14,619868.00,108455,3.18,3.18,3.13
5/5/20,3.17,3.17,0.02,0.48,3.17,3.18,623707.00,105838,3.15,3.19,3.14
5/4/20,3.16,3.16,-0.03,-0.94,3.16,3.16,627946.00,104063,3.17,3.17,3.12
5/1/20,3.18,3.19,-0.02,-0.47,3.18,3.18,636917.00,97847,3.2,3.2,3.16
04/30/20,3.19,3.2,0.06,1.75,3.19,3.19,644172.00,176650,3.15,3.22,3.13
04/29/20,3.15,3.15,0.02,0.8,3.15,3.15,634969.00,230233,3.12,3.18,3.09
04/28/20,3.12,3.12,-0.01,-0.4,3.12,3.12,628223.00,199148,3.13,3.17,3.11
04/27/20,3.13,3.13,-0.1,-3.02,3.13,3.13,614622.00,175170,3.22,3.23,3.12
04/24/20,3.24,3.23,-0.03,-0.92,3.23,3.24,600766.00,143376,3.26,3.28,3.19
04/23/20,3.27,3.26,0.01,0.38,3.26,3.27,600171.00,193359,3.25,3.31,3.22
04/22/20,3.25,3.25,0.08,2.36,3.25,3.25,582173.00,184119,3.18,3.28,3.16
04/21/20,3.18,3.17,0.03,0.95,3.18,3.18,565156.00,214162,3.22,3.23,3.09
04/20/20,3.14,3.14,-0.08,-2.48,3.14,3.14,236285.00,150677,3.23,3.23,3.14
04/17/20,3.23,3.22,0.03,0.78,3.23,3.23,244235.00,99361,3.2,3.26,3.2
04/16/20,3.19,3.2,0,0.16,3.19,3.19,262717.00,136583,3.19,3.23,3.18
04/15/20,3.19,3.19,-0.07,-2.07,3.19,3.2,275538.00,161437,3.26,3.27,3.18
04/14/20,3.26,3.26,-0.06,-1.66,3.26,3.26,312523.00,191905,3.31,3.32,3.26
04/13/20,3.31,3.32,0,-0.08,3.31,3.31,331556.00,147086,3.32,3.34,3.27
4/9/20,3.32,3.32,0.02,0.53,3.32,3.33,371812.00,169665,3.31,3.34,3.28
4/8/20,3.31,3.3,-0.02,-0.45,3.31,3.31,401740.00,151312,3.32,3.34,3.28
4/7/20,3.33,3.32,0.04,1.14,3.32,3.33,423498.00,157368,3.28,3.36,3.28
4/6/20,3.28,3.28,-0.03,-0.91,3.28,3.28,430332.00,111044,3.3,3.32,3.26
4/3/20,3.31,3.31,-0.03,-0.82,3.3,3.31,435662.00,158652,3.35,3.39,3.28
4/2/20,3.34,3.34,-0.01,-0.37,3.34,3.34,444324.00,151692,3.35,3.43,3.33
4/1/20,3.35,3.35,-0.06,-1.76,3.35,3.35,447139.00,151929,3.41,3.43,3.34
03/31/20,3.42,3.41,0,-0.15,3.42,3.42,453633.00,208191,3.42,3.45,3.34
03/30/20,3.42,3.41,-0.05,-1.37,3.42,3.42,456635.00,92080,3.43,3.47,3.4
03/27/20,3.46,3.46,-0.03,-0.79,3.46,3.46,468297.00,114028,3.49,3.5,3.43
03/26/20,3.49,3.49,0,0.07,3.49,3.49,474162.00,113530,3.48,3.49,3.44
03/25/20,3.5,3.49,0.01,0.36,3.5,3.5,482009.00,118826,3.48,3.53,3.46
03/24/20,3.48,3.47,0.04,1.09,3.48,3.48,490678.00,126658,3.44,3.51,3.38
03/23/20,3.42,3.44,0,-0.07,3.42,3.42,494423.00,114729,3.4,3.46,3.38
03/20/20,3.43,3.44,-0.02,-0.51,3.43,3.43,498392.00,189068,3.47,3.57,3.42
03/19/20,3.45,3.46,0.1,3.06,3.45,3.45,520668.00,223252,3.37,3.55,3.37
03/18/20,3.37,3.35,-0.09,-2.54,3.36,3.37,533638.00,229884,3.44,3.45,3.32
03/17/20,3.43,3.44,-0.11,-3.03,3.43,3.43,537944.00,219215,3.55,3.57,3.43
03/16/20,3.56,3.55,-0.11,-3.01,3.56,3.56,552326.00,188791,3.63,3.68,3.54
03/13/20,3.67,3.66,0,0,3.66,3.67,558970.00,191029,3.65,3.72,3.64
3/12/20,3.65,3.66,-0.09,-2.34,3.65,3.65,567722.00,190190,3.73,3.73,3.65
3/11/20,3.74,3.75,-0.03,-0.79,3.74,3.74,574128.00,115643,3.77,3.78,3.72
3/10/20,3.78,3.78,0.05,1.27,3.78,3.78,578558.00,141727,3.75,3.8,3.74
3/9/20,3.73,3.73,-0.03,-0.86,3.73,3.74,579172.00,239558,3.7,3.75,3.67
3/6/20,3.76,3.76,-0.06,-1.51,3.76,3.77,590316.00,150157,3.81,3.83,3.75
3/5/20,3.82,3.82,-0.03,-0.84,3.82,3.82,607135.00,159898,3.84,3.85,3.8
3/4/20,3.85,3.85,0.04,0.98,3.85,3.85,610247.00,170361,3.81,3.87,3.79
3/3/20,3.81,3.81,0.06,1.53,3.8,3.81,615834.00,202096,3.77,3.85,3.76
3/2/20,3.76,3.76,0.07,1.97,3.76,3.76,625949.00,147782,3.68,3.76,3.67
02/28/20,3.68,3.68,0,0.07,3.67,3.67,633568.00,288213,3.68,3.7,3.66
02/27/20,3.68,3.68,-0.06,-1.74,3.68,3.68,615191.00,273794,3.74,3.74,3.66
02/26/20,3.74,3.75,-0.02,-0.53,3.74,3.75,603602.00,318592,3.76,3.78,3.73
02/25/20,3.77,3.77,0.04,1.14,3.76,3.77,588446.00,136869,3.77,3.79,3.75
02/24/20,3.73,3.72,-0.05,-1.26,3.73,3.73,234632.00,170528,3.76,3.76,3.7
02/21/20,3.77,3.77,-0.02,-0.4,3.76,3.77,283461.00,169068,3.78,3.81,3.76
02/20/20,3.79,3.79,-0.02,-0.53,3.78,3.79,310310.00,173142,3.81,3.81,3.78
02/19/20,3.8,3.81,-0.02,-0.65,3.8,3.81,343238.00,172265,3.82,3.83,3.79
02/18/20,3.83,3.83,0.05,1.39,3.82,3.83,362747.00,215110,3.79,3.83,3.78
02/14/20,3.78,3.78,-0.02,-0.46,3.78,3.78,399288.00,216864,3.8,3.82,3.76
02/13/20,3.79,3.8,-0.04,-0.91,3.79,3.8,428574.00,202459,3.82,3.83,3.79
2/12/20,3.83,3.83,0.03,0.86,3.83,3.83,462058.00,241461,3.8,3.84,3.78
2/11/20,3.8,3.8,-0.02,-0.52,3.8,3.8,498332.00,200407,3.81,3.82,3.78
2/10/20,3.82,3.82,-0.02,-0.46,3.82,3.82,548847.00,219017,3.83,3.84,3.79
2/7/20,3.83,3.84,0.04,1.12,3.83,3.83,597277.00,256721,3.8,3.85,3.8
2/6/20,3.8,3.79,-0.02,-0.39,3.8,3.81,612882.00,191891,3.8,3.82,3.76
2/5/20,3.81,3.81,-0.01,-0.39,3.81,3.81,619660.00,122103,3.82,3.83,3.8
2/4/20,3.82,3.82,0.03,0.92,3.82,3.82,623809.00,176002,3.78,3.84,3.78
2/3/20,3.79,3.79,-0.02,-0.66,3.79,3.79,630791.00,216443,3.81,3.82,3.77
01/31/20,3.82,3.81,0.02,0.46,3.82,3.82,636920.00,151805,3.82,3.83,3.79
01/30/20,3.8,3.8,-0.05,-1.24,3.8,3.8,643254.00,160206,3.85,3.85,3.79
01/29/20,3.85,3.84,-0.02,-0.58,3.85,3.85,643474.00,136811,3.86,3.88,3.83
01/28/20,3.85,3.87,0.06,1.58,3.85,3.86,665231.00,243266,3.83,3.87,3.79
01/27/20,3.81,3.81,-0.07,-1.74,3.81,3.81,677285.00,264471,3.84,3.85,3.77
01/24/20,3.87,3.87,-0.06,-1.65,3.87,3.87,678615.00,196121,3.93,3.93,3.87
01/23/20,3.94,3.94,0.05,1.29,3.94,3.94,683470.00,256298,3.89,3.94,3.88
01/22/20,3.89,3.89,0.01,0.32,3.89,3.89,686635.00,155603,3.88,3.91,3.87
01/21/20,3.88,3.88,-0.02,-0.45,3.88,3.88,707498.00,182958,3.89,3.89,3.84
01/17/20,3.9,3.89,0.14,3.66,3.89,3.9,745179.00,293121,3.77,3.9,3.77
01/16/20,3.76,3.76,-0.12,-3.1,3.76,3.76,729081.00,230557,3.87,3.88,3.75
01/15/20,3.87,3.88,-0.02,-0.39,3.87,3.87,734647.00,141478,3.89,3.9,3.87
01/14/20,3.89,3.89,0,-0.13,3.89,3.89,736225.00,115957,3.89,3.91,3.88
01/13/20,3.9,3.9,0.04,0.97,3.89,3.9,737141.00,139994,3.87,3.9,3.86
1/10/20,3.87,3.86,0.02,0.65,3.87,3.87,733377.00,226659,3.83,3.87,3.77
1/9/20,3.83,3.83,-0.01,-0.26,3.83,3.84,733669.00,130937,3.84,3.87,3.82
1/8/20,3.85,3.84,0,-0.07,3.85,3.85,731545.00,135523,3.84,3.86,3.82
1/7/20,3.85,3.85,0,-0.06,3.85,3.85,737047.00,93541,3.85,3.86,3.84
1/6/20,3.85,3.85,-0.02,-0.45,3.85,3.85,739243.00,112130,3.86,3.88,3.83
1/3/20,3.86,3.87,-0.05,-1.28,3.86,3.86,740797.00,125931,3.92,3.92,3.86
1/2/20,3.92,3.92,0.04,0.97,3.91,3.92,740345.00,103987,3.88,3.92,3.87
12/31/19,3.87,3.88,0,-0.13,3.87,3.88,745443.00,85103,3.88,3.9,3.86
12/30/19,3.89,3.88,-0.02,-0.45,3.88,3.89,746556.00,123528,3.89,3.92,3.87
12/27/19,3.9,3.9,0.02,0.39,3.9,3.9,748797.00,85213,3.88,3.91,3.88
12/26/19,3.89,3.89,0.01,0.26,3.88,3.89,749455.00,49930,3.88,3.89,3.87
12/24/19,3.88,3.88,-0.01,-0.32,3.88,3.88,751311.00,50416,3.89,3.89,3.87
12/23/19,3.89,3.89,0.01,0.26,3.89,3.89,753738.00,82257,3.88,3.9,3.87
12/20/19,3.88,3.88,0.01,0.32,3.88,3.88,754264.00,85326,3.87,3.9,3.86
12/19/19,3.86,3.87,0,-0.13,3.86,3.87,765428.00,99129,3.87,3.89,3.85
12/18/19,3.87,3.87,-0.03,-0.77,3.87,3.87,778095.00,125534,3.89,3.9,3.86
12/17/19,3.9,3.9,0.02,0.52,3.89,3.9,783847.00,118236,3.88,3.91,3.86
12/16/19,3.88,3.88,0.07,1.84,3.88,3.88,788955.00,180896,3.84,3.9,3.83
12/13/19,3.81,3.81,0.03,0.86,3.81,3.81,788475.00,230831,3.81,3.86,3.78
12/12/19,3.76,3.78,0.06,1.75,3.76,3.76,796957.00,171860,3.72,3.76,3.71
12/11/19,3.72,3.71,-0.06,-1.53,3.71,3.72,791606.00,128564,3.77,3.77,3.71
12/10/19,3.77,3.77,0.01,0.33,3.76,3.77,790678.00,98921,3.76,3.78,3.75
12/9/19,3.76,3.76,-0.01,-0.27,3.76,3.76,788026.00,87766,3.76,3.78,3.75
12/6/19,3.77,3.77,0,0,3.76,3.77,785743.00,101238,3.77,3.8,3.75
12/5/19,3.76,3.77,-0.02,-0.46,3.76,3.77,784501.00,103730,3.78,3.8,3.76
12/4/19,3.79,3.79,-0.03,-0.72,3.78,3.79,783621.00,132483,3.81,3.83,3.77
12/3/19,3.82,3.81,-0.01,-0.2,3.81,3.82,787323.00,132389,3.82,3.85,3.8
12/2/19,3.82,3.82,0.01,0.2,3.82,3.82,788353.00,155304,3.82,3.85,3.79
11/29/19,3.81,3.81,0.08,2.14,3.81,3.81,781182.00,139171,3.75,3.82,3.74
11/27/19,3.74,3.73,-0.05,-1.32,3.74,3.74,747223.00,237107,3.78,3.8,3.73
11/26/19,3.78,3.78,0.08,2.09,3.78,3.78,713847.00,247043,3.8,3.81,3.78
11/25/19,3.7,3.71,0.02,0.47,3.7,3.7,263005.00,199301,3.69,3.73,3.68
11/22/19,3.69,3.69,0,0.07,3.68,3.69,370345.00,228112,3.68,3.7,3.68
11/21/19,3.69,3.69,0.02,0.48,3.68,3.69,401867.00,158701,3.67,3.7,3.66
11/20/19,3.66,3.67,-0.03,-0.88,3.66,3.67,429707.00,297024,3.7,3.71,3.66
11/19/19,3.7,3.7,0.02,0.61,3.7,3.7,446608.00,202015,3.68,3.73,3.68
11/18/19,3.68,3.68,-0.03,-0.94,3.68,3.68,481164.00,206268,3.71,3.72,3.68
11/15/19,3.71,3.71,-0.04,-1.2,3.71,3.71,493957.00,140175,3.76,3.77,3.71
11/14/19,3.75,3.76,0,0.13,3.75,3.76,513727.00,144893,3.75,3.78,3.75
11/13/19,3.76,3.75,-0.02,-0.66,3.76,3.76,532155.00,195982,3.77,3.78,3.75
11/12/19,3.78,3.78,0.04,1.21,3.78,3.78,570355.00,220513,3.74,3.78,3.73
11/11/19,3.73,3.73,-0.04,-1.06,3.73,3.74,602250.00,211215,3.76,3.77,3.73
11/8/19,3.77,3.77,0.02,0.53,3.77,3.77,621743.00,343769,3.75,3.84,3.73
11/7/19,3.75,3.75,-0.04,-0.92,3.75,3.75,655494.00,219147,3.79,3.8,3.74
11/6/19,3.79,3.79,-0.03,-0.79,3.79,3.79,663358.00,185339,3.82,3.85,3.78
11/5/19,3.82,3.82,-0.02,-0.39,3.82,3.82,672307.00,157127,3.83,3.85,3.81
11/4/19,3.84,3.83,-0.06,-1.54,3.84,3.84,678041.00,145373,3.87,3.88,3.83
11/1/19,3.89,3.89,-0.01,-0.19,3.88,3.89,674573.00,151943,3.89,3.92,3.86
10/31/19,3.9,3.9,-0.01,-0.19,3.9,3.9,687850.00,176193,3.9,3.91,3.85
10/30/19,3.91,3.91,0.05,1.17,3.91,3.91,701621.00,177034,3.86,3.91,3.85
10/29/19,3.86,3.86,0.02,0.59,3.86,3.86,713365.00,153732,3.84,3.88,3.82
10/28/19,3.84,3.84,-0.03,-0.71,3.84,3.84,718912.00,122790,3.86,3.87,3.83
10/25/19,3.88,3.87,0,0,3.88,3.88,731514.00,131677,3.87,3.9,3.86
10/24/19,3.87,3.87,-0.01,-0.26,3.87,3.87,736537.00,130664,3.89,3.91,3.85
10/23/19,3.89,3.88,0,-0.06,3.89,3.89,742277.00,117561,3.88,3.9,3.84
10/22/19,3.88,3.88,0.01,0.19,3.88,3.88,742492.00,136694,3.87,3.93,3.85
10/21/19,3.87,3.87,-0.04,-0.96,3.87,3.87,745877.00,150187,3.9,3.94,3.87
10/18/19,3.91,3.91,-0.04,-0.95,3.9,3.91,739371.00,122010,3.94,3.96,3.9
10/17/19,3.94,3.95,0.03,0.77,3.94,3.94,738846.00,141532,3.92,3.97,3.92
10/16/19,3.92,3.92,-0.02,-0.38,3.92,3.92,735788.00,139675,3.92,3.93,3.88
10/15/19,3.93,3.93,-0.04,-1.13,3.93,3.93,751871.00,143675,3.97,3.99,3.93
10/14/19,3.97,3.98,0,0,3.97,3.97,769922.00,170713,4.01,4.03,3.93
10/11/19,3.98,3.98,0.17,4.6,3.98,3.98,783974.00,272436,3.81,3.99,3.81
10/10/19,3.8,3.8,-0.14,-3.55,3.8,3.8,801918.00,297046,3.93,3.95,3.78
10/9/19,3.93,3.94,-0.02,-0.38,3.93,3.94,821544.00,140853,3.96,3.97,3.93
10/8/19,3.95,3.96,0.09,2.26,3.95,3.95,813540.00,200460,3.88,3.97,3.86
10/7/19,3.87,3.87,0.02,0.58,3.87,3.87,817787.00,100421,3.88,3.88,3.85
10/4/19,3.85,3.85,-0.04,-1.03,3.85,3.85,813673.00,116336,3.88,3.89,3.84
10/3/19,3.88,3.89,0.01,0.26,3.88,3.89,822892.00,125489,3.87,3.91,3.86
10/2/19,3.88,3.88,-0.05,-1.21,3.88,3.88,838955.00,158921,3.91,3.92,3.86
10/1/19,3.91,3.93,0.04,1.16,3.91,3.91,857355.00,227065,3.87,3.93,3.85
09/30/19,3.87,3.88,0.17,4.44,3.87,3.87,878698.00,337247,3.72,3.88,3.72
09/27/19,3.72,3.72,-0.01,-0.27,3.72,3.72,876952.00,90796,3.71,3.73,3.7
09/26/19,3.72,3.73,-0.02,-0.47,3.72,3.72,877249.00,175419,3.74,3.76,3.68
09/25/19,3.74,3.74,0,-0.13,3.74,3.75,878373.00,119189,3.75,3.78,3.72
09/24/19,3.76,3.75,0.02,0.4,3.76,3.76,883571.00,144294,3.72,3.76,3.7
09/23/19,3.73,3.73,0.02,0.67,3.73,3.73,882598.00,100443,3.71,3.75,3.71
09/20/19,3.71,3.71,-0.02,-0.54,3.71,3.71,890569.00,132998,3.73,3.75,3.7
09/19/19,3.73,3.73,0.02,0.4,3.73,3.73,895777.00,117069,3.72,3.74,3.7
09/18/19,3.72,3.71,0.03,0.88,3.72,3.72,900346.00,126832,3.68,3.72,3.66
09/17/19,3.69,3.68,-0.06,-1.6,3.68,3.69,891179.00,154625,3.74,3.74,3.66
09/16/19,3.75,3.74,0.05,1.42,3.75,3.75,901537.00,133444,3.72,3.75,3.68
09/13/19,3.69,3.69,0.02,0.41,3.69,3.69,909862.00,145836,3.68,3.72,3.66
9/12/19,3.68,3.67,0.07,2.01,3.67,3.68,922430.00,293125,3.61,3.68,3.53
9/11/19,3.6,3.6,-0.02,-0.41,3.6,3.6,923433.00,177888,3.63,3.64,3.57
9/10/19,3.62,3.62,0.07,2.05,3.62,3.62,913907.00,164888,3.56,3.63,3.56
9/9/19,3.54,3.54,-0.01,-0.35,3.54,3.54,905742.00,161790,3.55,3.58,3.52
9/6/19,3.56,3.56,-0.03,-0.91,3.55,3.56,903830.00,157815,3.6,3.6,3.53
9/5/19,3.6,3.59,0,0.07,3.59,3.6,904223.00,142572,3.59,3.63,3.58
9/4/19,3.58,3.59,-0.02,-0.69,3.58,3.58,907274.00,204307,3.61,3.63,3.57
9/3/19,3.61,3.61,-0.09,-2.37,3.61,3.61,904354.00,204262,3.7,3.7,3.61
08/30/19,3.69,3.7,-0.02,-0.4,3.69,3.69,907269.00,162934,3.71,3.75,3.69
08/29/19,3.71,3.71,0,0.07,3.7,3.71,887681.00,255872,3.72,3.77,3.7
08/28/19,3.72,3.71,0.05,1.3,3.72,3.72,874894.00,303332,3.66,3.74,3.64
08/27/19,3.66,3.66,-0.02,-0.54,3.66,3.66,868920.00,167220,3.68,3.69,3.66
08/26/19,3.68,3.68,0,0.14,3.68,3.69,857810.00,170617,3.67,3.71,3.66
08/23/19,3.67,3.68,-0.03,-0.88,3.67,3.67,851522.00,231913,3.71,3.72,3.66
08/22/19,3.71,3.71,0.01,0.2,3.71,3.71,841483.00,171823,3.71,3.75,3.68
08/21/19,3.71,3.7,0.02,0.41,3.71,3.71,828104.00,199565,3.69,3.72,3.66
08/20/19,3.69,3.69,-0.06,-1.54,3.69,3.69,813190.00,203541,3.76,3.8,3.68
08/19/19,3.75,3.75,-0.06,-1.64,3.75,3.75,808795.00,146028,3.77,3.78,3.73
08/16/19,3.81,3.81,0.1,2.63,3.81,3.81,798060.00,186510,3.72,3.81,3.72
08/15/19,3.72,3.71,0.01,0.2,3.71,3.72,790738.00,187487,3.72,3.75,3.69
08/14/19,3.71,3.7,-0.06,-1.66,3.71,3.71,785508.00,301199,3.77,3.81,3.7
08/13/19,3.77,3.77,-0.16,-4.14,3.77,3.77,779562.00,498116,3.88,3.88,3.76
8/12/19,3.93,3.93,-0.25,-5.98,3.93,3.93,783830.00,387022,4.17,4.18,3.93
8/9/19,4.17,4.18,0,-0.12,4.17,4.18,780290.00,255682,4.18,4.25,4.15
8/8/19,4.19,4.18,0.04,1.03,4.19,4.19,773551.00,246009,4.15,4.2,4.13
8/7/19,4.15,4.14,0.01,0.36,4.15,4.15,761158.00,215638,4.13,4.15,4.09
8/6/19,4.13,4.13,-0.02,-0.54,4.13,4.13,757080.00,183494,4.15,4.17,4.09
8/5/19,4.15,4.15,0.05,1.28,4.15,4.15,756966.00,191120,4.1,4.16,4.01
8/2/19,4.1,4.1,0,-0.12,4.09,4.1,760206.00,148262,4.04,4.1,4.03
8/1/19,4.01,4.1,0,0,4.01,4.01,756032.00,235995,4.11,4.12,3.97
07/31/19,4.1,4.1,-0.11,-2.61,4.1,4.1,749966.00,226838,4.21,4.24,4.1
07/30/19,4.21,4.21,-0.06,-1.41,4.2,4.21,752387.00,134937,4.27,4.27,4.2
07/29/19,4.27,4.27,0.02,0.59,4.27,4.27,748644.00,115290,4.24,4.3,4.22
07/26/19,4.24,4.25,-0.03,-0.7,4.24,4.25,742463.00,119490,4.27,4.28,4.24
07/25/19,4.27,4.28,-0.03,-0.75,4.27,4.27,750812.00,193054,4.31,4.33,4.27
07/24/19,4.3,4.31,-0.01,-0.17,4.29,4.3,745363.00,121099,4.31,4.37,4.28
07/23/19,4.31,4.32,0.05,1.11,4.31,4.31,750719.00,175274,4.29,4.33,4.24
07/22/19,4.27,4.27,-0.09,-2.07,4.27,4.27,753774.00,140656,4.36,4.37,4.26
07/19/19,4.37,4.36,0.06,1.4,4.37,4.37,752214.00,144722,4.31,4.39,4.29
07/18/19,4.3,4.3,-0.12,-2.66,4.3,4.31,761814.00,202738,4.4,4.41,4.28
07/17/19,4.4,4.42,0,0.06,4.4,4.41,757029.00,157285,4.41,4.47,4.37
07/16/19,4.42,4.41,-0.06,-1.29,4.41,4.42,757592.00,181286,4.44,4.47,4.36
07/15/19,4.48,4.47,-0.12,-2.67,4.48,4.48,764918.00,218079,4.64,4.65,4.46
7/12/19,4.6,4.59,0.11,2.51,4.6,4.6,757790.00,216745,4.48,4.61,4.46
7/11/19,4.47,4.48,0.09,1.93,4.47,4.48,754395.00,216544,4.39,4.49,4.3
7/10/19,4.39,4.4,0.02,0.51,4.38,4.39,753695.00,134463,4.37,4.41,4.32
7/9/19,4.36,4.37,-0.07,-1.46,4.36,4.36,742350.00,148991,4.43,4.44,4.33
7/8/19,4.43,4.44,0.01,0.34,4.43,4.44,727668.00,196442,4.47,4.48,4.38
7/5/19,4.42,4.42,0.01,0.23,4.42,4.42,729292.00,102784,4.41,4.44,4.35
7/3/19,4.41,4.41,0.15,3.58,4.41,4.41,723547.00,158276,4.27,4.42,4.27
